layer_name,scenario_year,data_year
ao_layang_msy,2000,2000
ao_layang_msy,2001,2001
ao_layang_msy,2002,2002
ao_layang_msy,2003,2003
ao_layang_msy,2004,2004
ao_layang_msy,2005,2005
ao_layang_msy,2006,2006
ao_layang_msy,2007,2007
ao_layang_msy,2008,2008
ao_layang_msy,2009,2009
ao_layang_msy,2010,2010
ao_layang_msy,2011,2011
ao_layang_msy,2012,2012
ao_layang_msy,2013,2013
ao_layang_msy,2014,2014
ao_layang_msy,2015,2015
ao_layur,2000,2000
ao_layur,2001,2001
ao_layur,2002,2002
ao_layur,2003,2003
ao_layur,2004,2004
ao_layur,2005,2005
ao_layur,2006,2006
ao_layur,2007,2007
ao_layur,2008,2008
ao_layur,2009,2009
ao_layur,2010,2010
ao_layur,2011,2011
ao_layur,2012,2012
ao_layur,2013,2013
ao_layur,2014,2014
ao_layur,2015,2015
ao_layur_msy,2000,2000
ao_layur_msy,2001,2001
ao_layur_msy,2002,2002
ao_layur_msy,2003,2003
ao_layur_msy,2004,2004
ao_layur_msy,2005,2005
ao_layur_msy,2006,2006
ao_layur_msy,2007,2007
ao_layur_msy,2008,2008
ao_layur_msy,2009,2009
ao_layur_msy,2010,2010
ao_layur_msy,2011,2011
ao_layur_msy,2012,2012
ao_layur_msy,2013,2013
ao_layur_msy,2014,2014
ao_layur_msy,2015,2015
ao_manyung,2000,2000
ao_manyung,2001,2001
ao_manyung,2002,2002
ao_manyung,2003,2003
ao_manyung,2004,2004
ao_manyung,2005,2005
ao_manyung,2006,2006
ao_manyung,2007,2007
ao_manyung,2008,2008
ao_manyung,2009,2009
ao_manyung,2010,2010
ao_manyung,2011,2011
ao_manyung,2012,2012
ao_manyung,2013,2013
ao_manyung,2014,2014
ao_manyung,2015,2015
ao_manyung_msy,2000,2000
ao_manyung_msy,2001,2001
ao_manyung_msy,2002,2002
ao_manyung_msy,2003,2003
ao_manyung_msy,2004,2004
ao_manyung_msy,2005,2005
ao_manyung_msy,2006,2006
ao_manyung_msy,2007,2007
ao_manyung_msy,2008,2008
ao_manyung_msy,2009,2009
ao_manyung_msy,2010,2010
ao_manyung_msy,2011,2011
ao_manyung_msy,2012,2012
ao_manyung_msy,2013,2013
ao_manyung_msy,2014,2014
ao_manyung_msy,2015,2015
ao_swanggi,2000,2000
ao_swanggi,2001,2001
ao_swanggi,2002,2002
ao_swanggi,2003,2003
ao_swanggi,2004,2004
ao_swanggi,2005,2005
ao_swanggi,2006,2006
ao_swanggi,2007,2007
ao_swanggi,2008,2008
ao_swanggi,2009,2009
ao_swanggi,2010,2010
ao_swanggi,2011,2011
ao_swanggi,2012,2012
ao_swanggi,2013,2013
ao_swanggi,2014,2014
ao_swanggi,2015,2015
ao_swanggi_msy,2000,2000
ao_swanggi_msy,2001,2001
ao_swanggi_msy,2002,2002
ao_swanggi_msy,2003,2003
ao_swanggi_msy,2004,2004
ao_swanggi_msy,2005,2005
ao_swanggi_msy,2006,2006
ao_swanggi_msy,2007,2007
ao_swanggi_msy,2008,2008
ao_swanggi_msy,2009,2009
ao_swanggi_msy,2010,2010
ao_swanggi_msy,2011,2011
ao_swanggi_msy,2012,2012
ao_swanggi_msy,2013,2013
ao_swanggi_msy,2014,2014
ao_swanggi_msy,2015,2015
cs_mangrove_extent,2009,2009
cs_mangrove_extent,2010,2010
cs_mangrove_extent,2011,2011
cs_mangrove_extent,2012,2012
cs_mangrove_extent,2013,2013
cs_mangrove_extent,2014,2014
cs_mangrove_extent,2015,2015
cs_mangrove_trend,2009,2009
cs_mangrove_trend,2010,2010
cs_mangrove_trend,2011,2011
cs_mangrove_trend,2012,2012
cs_mangrove_trend,2013,2013
cs_mangrove_trend,2014,2014
cs_mangrove_trend,2015,2015
cs_seagrass_extent,2009,2009
cs_seagrass_extent,2010,2010
cs_seagrass_extent,2011,2011
cs_seagrass_extent,2012,2012
cs_seagrass_extent,2013,2013
cs_seagrass_extent,2014,2014
cs_seagrass_extent,2015,2015
cs_seagrass_trend,2009,2009
cs_seagrass_trend,2010,2010
cs_seagrass_trend,2011,2011
cs_seagrass_trend,2012,2012
cs_seagrass_trend,2013,2013
cs_seagrass_trend,2014,2014
cs_seagrass_trend,2015,2015
cs_mangrove_health,2012,2012
cs_mangrove_health,2013,2013
cs_mangrove_health,2014,2014
cs_mangrove_health,2015,2015
cs_mangrove_health,2016,2016
cs_seagrass_health,2007,2007
cs_seagrass_health,2008,2008
cs_seagrass_health,2009,2009
cs_seagrass_health,2010,2010
cs_seagrass_health,2011,2011
cs_seagrass_health,2012,2012
cs_seagrass_health,2013,2013
cs_seagrass_health,2014,2014
cs_seagrass_health,2015,2015
cs_seagrass_health,2016,2016
cp_coral_extent,2009,2009
cp_coral_extent,2010,2010
cp_coral_extent,2011,2011
cp_coral_extent,2012,2012
cp_coral_extent,2013,2013
cp_coral_extent,2014,2014
cp_coral_extent,2015,2015
cp_coral_health,2007,2007
cp_coral_health,2008,2008
cp_coral_health,2009,2009
cp_coral_health,2010,2010
cp_coral_health,2011,2011
cp_coral_health,2012,2012
cp_coral_health,2013,2013
cp_coral_health,2014,2014
cp_coral_health,2015,2015
cp_coral_health,2016,2016
tr_nb_tourist,2001,2001
tr_nb_tourist,2002,2002
tr_nb_tourist,2003,2003
tr_nb_tourist,2004,2004
tr_nb_tourist,2005,2005
tr_nb_tourist,2006,2006
tr_nb_tourist,2007,2007
tr_nb_tourist,2008,2008
tr_nb_tourist,2009,2009
tr_nb_tourist,2010,2010
tr_nb_tourist,2011,2011
tr_nb_tourist,2012,2012
tr_nb_tourist,2013,2013
tr_nb_tourist,2014,2014
tr_nb_tourist,2015,2015
tr_nb_tourist,2016,2016
tr_nb_tourist,2017,2017
tr_ittc,2000,2000
tr_ittc,2001,2001
tr_ittc,2002,2002
tr_ittc,2003,2003
tr_ittc,2004,2004
tr_ittc,2005,2005
tr_ittc,2006,2006
tr_ittc,2007,2007
tr_ittc,2008,2008
tr_ittc,2009,2009
tr_ittc,2010,2010
tr_ittc,2011,2011
tr_ittc,2012,2012
tr_ittc,2013,2013
tr_ittc,2014,2014
tr_ittc,2015,2015
tr_ittc,2016,2016
tr_ittc,2017,2017
cc_acid,2011,2011
cc_acid,2012,2012
cc_acid,2013,2013
cc_acid,2014,2014
cc_acid,2015,2015
cc_slr,2012,2012
cc_slr,2013,2013
cc_slr,2014,2014
cc_slr,2015,2015
cc_slr,2016,2016
cc_uv,2012,2012
cc_uv,2013,2013
cc_uv,2014,2014
cc_uv,2015,2015
cc_uv,2016,2016
po_chemicals,2012,2012
po_chemicals,2013,2013
po_chemicals,2014,2014
po_chemicals,2015,2015
po_chemicals,2016,2016
po_nutrients,2012,2012
po_nutrients,2013,2013
po_nutrients,2014,2014
po_nutrients,2015,2015
po_nutrients,2016,2016
po_nutrients_3nm,2012,2012
po_nutrients_3nm,2013,2013
po_nutrients_3nm,2014,2014
po_nutrients_3nm,2015,2015
po_nutrients_3nm,2016,2016
po_chemicals_3nm,2012,2012
po_chemicals_3nm,2013,2013
po_chemicals_3nm,2014,2014
po_chemicals_3nm,2015,2015
po_chemicals_3nm,2016,2016
