rgn_id,habitat,year,km2
1,coral,2009,3.0060000000000002
1,coral,2010,3.0060000000000002
1,coral,2011,3.0060000000000002
1,coral,2012,3.0060000000000002
1,coral,2013,3.0006
1,coral,2014,3.0060000000000002
1,coral,2015,3.0060000000000002
2,coral,2009,10.489
2,coral,2010,10.489
2,coral,2011,13.280000000000001
2,coral,2012,13.280000000000001
2,coral,2013,13.280000000000001
2,coral,2014,13.280000000000001
2,coral,2015,13.280000000000001
3,coral,2009,NA
3,coral,2010,NA
3,coral,2011,NA
3,coral,2012,NA
3,coral,2013,NA
3,coral,2014,NA
3,coral,2015,NA
4,coral,2009,8.68
4,coral,2010,8.68
4,coral,2011,8.68
4,coral,2012,8.68
4,coral,2013,8.68
4,coral,2014,6.581
4,coral,2015,6.581
5,coral,2009,30.54
5,coral,2010,30.54
5,coral,2011,30.54
5,coral,2012,30.54
5,coral,2013,44.59
5,coral,2014,22.725
5,coral,2015,22.725
6,coral,2009,7.204
6,coral,2010,7.204
6,coral,2011,7.204
6,coral,2012,7.204
6,coral,2013,11.203
6,coral,2014,8.948
6,coral,2015,8.948
7,coral,2009,12.572000000000001
7,coral,2010,12.572000000000001
7,coral,2011,14.19
7,coral,2012,14.19
7,coral,2013,14.17
7,coral,2014,14.19
7,coral,2015,14.19
8,coral,2009,0.75
8,coral,2010,0.75
8,coral,2011,0.75
8,coral,2012,0.75
8,coral,2013,0.75
8,coral,2014,0.75
8,coral,2015,0.75
