rgn_id;year;area_ha
4;2009;356
4;2010;361.5
4;2011;361.5
4;2012;361.5
4;2013;361.7
4;2014;350.23
4;2015;350.23
2;2009;753.5
2;2010;753.5
2;2011;753.5
2;2012;753.5
2;2013;643.9
2;2014;787.67
2;2015;787.67
1;2009;641
1;2010;641
1;2011;641
1;2012;641
1;2013;675.46
1;2014;657.19
1;2015;657.19
7;2009;216.5
7;2010;216.5
7;2011;216.5
7;2012;216.5
7;2013;231.67
7;2014;230.28
7;2015;230.28
5;2009;243
5;2010;243
5;2011;243
5;2012;243
5;2013;242.93
5;2014;463.74
5;2015;463.74
