rgn_id;year;np_baserock;;rgn_id;year;np_marineclam
0;2017;370079;;0;2017;186
0;2016;51300;;0;2016;149
0;2015;57652;;0;2015;7
;;;;;;
;;;;;;
rgn_id;year;np_blacktip_rs;;rgn_id;year;np_turbosnail
0;2017;261234;;0;2017;1050
0;2016;285603;;0;2016;800
0;2015;162700;;0;2015;4950
;;;;;;
;;;;rgn_id;year;np_morayeel
rgn_id;year;np_blue_spotted_r;;0;2017;816
0;2017;8420;;0;2016;765
0;2016;100;;0;2015;35
0;2015;117;;;;
;;;;;;
;;;;;;
rgn_id;year;np_softcoral;;rgn_id;year;np_whitetip_rs
0;2017;785352;;0;2017;10252
0;2016;86932;;0;2016;450
0;2015;73997;;0;2015;5545
