rgn_id,species,Y_2015,Y_2016,Y_2017
9,Base_Rock,57652,51300,370079
9,Black_Tip_Reef_Shark,162700,285603,261234
9,Blue _Spotted_Ray,117,100,8420
9,Marine_Clam,7,149,186
9,Molusca,4950,800,1050
9,Moray_eel,35,765,816
9,Soft_Coral ,73997,86932,785352
9,White_Tip_Reef_Sharks,5545,450,10252
