rgn_id,year,index
1,2e3,4.2
1,2001,4.2
1,2002,4.2
1,2003,4.2
1,2004,4.2
1,2005,4.2
1,2006,4.2
1,2007,4.2
1,2008,3.7
1,2009,3.79
1,2010,4.055448959365705
1,2011,3.96
1,2012,4.0296174430128815
1,2013,4.03
1,2014,4.003785926660058
1,2015,4.04
1,2016,3.977954410307234
1,2017,4.16
2,2e3,4.2
2,2001,4.2
2,2002,4.2
2,2003,4.2
2,2004,4.2
2,2005,4.2
2,2006,4.2
2,2007,4.2
2,2008,3.7
2,2009,3.79
2,2010,4.055448959365705
2,2011,3.96
2,2012,4.0296174430128815
2,2013,4.03
2,2014,4.003785926660058
2,2015,4.04
2,2016,3.977954410307234
2,2017,4.16
3,2e3,4.2
3,2001,4.2
3,2002,4.2
3,2003,4.2
3,2004,4.2
3,2005,4.2
3,2006,4.2
3,2007,4.2
3,2008,3.7
3,2009,3.79
3,2010,4.055448959365705
3,2011,3.96
3,2012,4.0296174430128815
3,2013,4.03
3,2014,4.003785926660058
3,2015,4.04
3,2016,3.977954410307234
3,2017,4.16
4,2e3,4.2
4,2001,4.2
4,2002,4.2
4,2003,4.2
4,2004,4.2
4,2005,4.2
4,2006,4.2
4,2007,4.2
4,2008,3.7
4,2009,3.79
4,2010,4.055448959365705
4,2011,3.96
4,2012,4.0296174430128815
4,2013,4.03
4,2014,4.003785926660058
4,2015,4.04
4,2016,3.977954410307234
4,2017,4.16
5,2e3,4.2
5,2001,4.2
5,2002,4.2
5,2003,4.2
5,2004,4.2
5,2005,4.2
5,2006,4.2
5,2007,4.2
5,2008,3.7
5,2009,3.79
5,2010,4.055448959365705
5,2011,3.96
5,2012,4.0296174430128815
5,2013,4.03
5,2014,4.003785926660058
5,2015,4.04
5,2016,3.977954410307234
5,2017,4.16
7,2e3,4.2
7,2001,4.2
7,2002,4.2
7,2003,4.2
7,2004,4.2
7,2005,4.2
7,2006,4.2
7,2007,4.2
7,2008,3.7
7,2009,3.79
7,2010,4.055448959365705
7,2011,3.96
7,2012,4.0296174430128815
7,2013,4.03
7,2014,4.003785926660058
7,2015,4.04
7,2016,3.977954410307234
7,2017,4.16
8,2e3,4.2
8,2001,4.2
8,2002,4.2
8,2003,4.2
8,2004,4.2
8,2005,4.2
8,2006,4.2
8,2007,4.2
8,2008,3.7
8,2009,3.79
8,2010,4.055448959365705
8,2011,3.96
8,2012,4.0296174430128815
8,2013,4.03
8,2014,4.003785926660058
8,2015,4.04
8,2016,3.977954410307234
8,2017,4.16
9,2e3,4.2
9,2001,4.2
9,2002,4.2
9,2003,4.2
9,2004,4.2
9,2005,4.2
9,2006,4.2
9,2007,4.2
9,2008,3.7
9,2009,3.79
9,2010,4.055448959365705
9,2011,3.96
9,2012,4.0296174430128815
9,2013,4.03
9,2014,4.003785926660058
9,2015,4.04
9,2016,3.977954410307234
9,2017,4.16
