rgn_id,year,resilience.score
1,2011,0.4922
1,2012,0.50585
1,2013,0.5305
1,2014,0.5305
1,2015,0.5305
2,2011,0.4922
2,2012,0.50585
2,2013,0.5305
2,2014,0.5305
2,2015,0.5305
3,2011,0.4922
3,2012,0.50585
3,2013,0.5305
3,2014,0.5305
3,2015,0.5305
4,2011,0.4922
4,2012,0.50585
4,2013,0.5305
4,2014,0.5305
4,2015,0.5305
5,2011,0.4922
5,2012,0.50585
5,2013,0.5305
5,2014,0.5305
5,2015,0.5305
6,2011,0.4922
6,2012,0.50585
6,2013,0.5305
6,2014,0.5305
6,2015,0.5305
7,2011,0.4922
7,2012,0.50585
7,2013,0.5305
7,2014,0.5305
7,2015,0.5305
8,2011,0.4922
8,2012,0.50585
8,2013,0.5305
8,2014,0.5305
8,2015,0.5305
