rgn_id,habitat,extent_rank,layer
1,mangrove,26.021942857142857,element_wts_cp_km2_x_protection
1,seagrass,18.342857142857145,element_wts_cp_km2_x_protection
1,coral,3.005228571428572,element_wts_cp_km2_x_protection
2,mangrove,29.904228571428572,element_wts_cp_km2_x_protection
2,seagrass,23.170285714285715,element_wts_cp_km2_x_protection
2,coral,12.482571428571429,element_wts_cp_km2_x_protection
4,mangrove,14.300914285714287,element_wts_cp_km2_x_protection
4,seagrass,4.508571428571429,element_wts_cp_km2_x_protection
4,coral,8.080285714285715,element_wts_cp_km2_x_protection
5,mangrove,12.242342857142859,element_wts_cp_km2_x_protection
5,seagrass,0.764,element_wts_cp_km2_x_protection
5,coral,30.314285714285713,element_wts_cp_km2_x_protection
6,seagrass,1.4457142857142857,element_wts_cp_km2_x_protection
6,coral,8.273571428571428,element_wts_cp_km2_x_protection
7,mangrove,8.904171428571429,element_wts_cp_km2_x_protection
7,seagrass,5.768571428571429,element_wts_cp_km2_x_protection
7,coral,13.724857142857143,element_wts_cp_km2_x_protection
8,coral,0.75,element_wts_cp_km2_x_protection
