rgn_id,year,a_prot_1km
1,2000,4615
1,2001,4781.75
1,2002,5208.5
1,2003,5560.5
1,2004,6152.25
1,2005,6288.75
1,2006,6519.5
1,2007,6857.5
1,2008,7443
1,2009,8430.25
1,2010,8477.5
1,2011,8676.5
1,2012,8829
1,2013,9112
1,2014,9112
1,2015,9112
2,2000,4615
2,2001,4781.75
2,2002,5208.5
2,2003,5560.5
2,2004,6152.25
2,2005,6288.75
2,2006,6519.5
2,2007,6857.5
2,2008,7443
2,2009,8430.25
2,2010,8477.5
2,2011,8676.5
2,2012,8829
2,2013,9112
2,2014,9112
2,2015,9112
3,2000,4615
3,2001,4781.75
3,2002,5208.5
3,2003,5560.5
3,2004,6152.25
3,2005,6288.75
3,2006,6519.5
3,2007,6857.5
3,2008,7443
3,2009,8430.25
3,2010,8477.5
3,2011,8676.5
3,2012,8829
3,2013,9112
3,2014,9112
3,2015,9112
4,2000,4615
4,2001,4781.75
4,2002,5208.5
4,2003,5560.5
4,2004,6152.25
4,2005,6288.75
4,2006,6519.5
4,2007,6857.5
4,2008,7443
4,2009,8430.25
4,2010,8477.5
4,2011,8676.5
4,2012,8829
4,2013,9112
4,2014,9112
4,2015,9112
5,2000,4615
5,2001,4781.75
5,2002,5208.5
5,2003,5560.5
5,2004,6152.25
5,2005,6288.75
5,2006,6519.5
5,2007,6857.5
5,2008,7443
5,2009,8430.25
5,2010,8477.5
5,2011,8676.5
5,2012,8829
5,2013,9112
5,2014,9112
5,2015,9112
6,2000,4615
6,2001,4781.75
6,2002,5208.5
6,2003,5560.5
6,2004,6152.25
6,2005,6288.75
6,2006,6519.5
6,2007,6857.5
6,2008,7443
6,2009,8430.25
6,2010,8477.5
6,2011,8676.5
6,2012,8829
6,2013,9112
6,2014,9112
6,2015,9112
7,2000,4615
7,2001,4781.75
7,2002,5208.5
7,2003,5560.5
7,2004,6152.25
7,2005,6288.75
7,2006,6519.5
7,2007,6857.5
7,2008,7443
7,2009,8430.25
7,2010,8477.5
7,2011,8676.5
7,2012,8829
7,2013,9112
7,2014,9112
7,2015,9112
8,2000,4615
8,2001,4781.75
8,2002,5208.5
8,2003,5560.5
8,2004,6152.25
8,2005,6288.75
8,2006,6519.5
8,2007,6857.5
8,2008,7443
8,2009,8430.25
8,2010,8477.5
8,2011,8676.5
8,2012,8829
8,2013,9112
8,2014,9112
8,2015,9112
