rgn_id,habitat,year,km2
1,seagrass,2009,4.75
1,seagrass,2010,4.75
1,seagrass,2011,4.5200000000000005
1,seagrass,2012,4.5200000000000005
1,seagrass,2013,4.5200000000000005
1,seagrass,2014,4.5200000000000005
1,seagrass,2015,4.5200000000000005
2,seagrass,2009,6.8500000000000005
2,seagrass,2010,6.8500000000000005
2,seagrass,2011,5.46
2,seagrass,2012,5.46
2,seagrass,2013,5.46
2,seagrass,2014,5.008
2,seagrass,2015,5.46
3,seagrass,2009,NA
3,seagrass,2010,NA
3,seagrass,2011,NA
3,seagrass,2012,NA
3,seagrass,2013,NA
3,seagrass,2014,NA
3,seagrass,2015,NA
4,seagrass,2009,0.77
4,seagrass,2010,0.77
4,seagrass,2011,1.27
4,seagrass,2012,1.27
4,seagrass,2013,1.27
4,seagrass,2014,1.27
4,seagrass,2015,1.27
5,seagrass,2009,0.17
5,seagrass,2010,0.17
5,seagrass,2011,0.12
5,seagrass,2012,0.12
5,seagrass,2013,0.12
5,seagrass,2014,0.517
5,seagrass,2015,0.12
6,seagrass,2009,0.59
6,seagrass,2010,0.59
6,seagrass,2011,0.27
6,seagrass,2012,0.27
6,seagrass,2013,0.27
6,seagrass,2014,0.27
6,seagrass,2015,0.27
7,seagrass,2009,1.07
7,seagrass,2010,1.07
7,seagrass,2011,1.595
7,seagrass,2012,1.595
7,seagrass,2013,1.595
7,seagrass,2014,1.575
7,seagrass,2015,1.595
8,seagrass,2009,NA
8,seagrass,2010,NA
8,seagrass,2011,NA
8,seagrass,2012,NA
8,seagrass,2013,NA
8,seagrass,2014,NA
8,seagrass,2015,NA
