rgn_id,year,km2
1,2011,1.9396875
1,2012,1.9396875
1,2013,1.9396875
1,2014,1.9396875
1,2015,1.9396875
2,2011,1.9396875
2,2012,1.9396875
2,2013,1.9396875
2,2014,1.9396875
2,2015,1.9396875
3,2011,1.9396875
3,2012,1.9396875
3,2013,1.9396875
3,2014,1.9396875
3,2015,1.9396875
4,2011,1.9396875
4,2012,1.9396875
4,2013,1.9396875
4,2014,1.9396875
4,2015,1.9396875
5,2011,1.9396875
5,2012,1.9396875
5,2013,1.9396875
5,2014,1.9396875
5,2015,1.9396875
6,2011,1.9396875
6,2012,1.9396875
6,2013,1.9396875
6,2014,1.9396875
6,2015,1.9396875
7,2011,1.9396875
7,2012,1.9396875
7,2013,1.9396875
7,2014,1.9396875
7,2015,1.9396875
8,2011,1.9396875
8,2012,1.9396875
8,2013,1.9396875
8,2014,1.9396875
8,2015,1.9396875
