rgn_id,year,species,catch
1,2e3,Manyung,11.515
1,2001,Manyung,10.469
1,2002,Manyung,0.972
1,2003,Manyung,4.256
1,2004,Manyung,6.815
1,2005,Manyung,4.912
1,2006,Manyung,5.872
1,2007,Manyung,4.606
1,2008,Manyung,4.072
1,2009,Manyung,4.223
1,2010,Manyung,6.419
1,2011,Manyung,76.571
1,2012,Manyung,6.066
1,2013,Manyung,25.58
1,2014,Manyung,25.003
1,2015,Manyung,24.07
2,2e3,Manyung,1.024
2,2001,Manyung,1.685
2,2002,Manyung,0.112
2,2003,Manyung,0.407
2,2004,Manyung,1.032
2,2005,Manyung,0.749
2,2006,Manyung,0.959
2,2007,Manyung,0.71
2,2008,Manyung,0.569
2,2009,Manyung,0.59
2,2010,Manyung,0.629
2,2011,Manyung,10.774
2,2012,Manyung,1.525
2,2013,Manyung,6.031
2,2014,Manyung,5.949
2,2015,Manyung,2.58
3,2e3,Manyung,6.887
3,2001,Manyung,10.431
3,2002,Manyung,0.723
3,2003,Manyung,3.234
3,2004,Manyung,6.922
3,2005,Manyung,5.034
3,2006,Manyung,4.941
3,2007,Manyung,4.573
3,2008,Manyung,2.525
3,2009,Manyung,2.618
3,2010,Manyung,3.942
3,2011,Manyung,75.05
3,2012,Manyung,6.066
3,2013,Manyung,25.251
3,2014,Manyung,25.782
3,2015,Manyung,27.767
4,2e3,Manyung,1.143
4,2001,Manyung,1.971
4,2002,Manyung,0.155
4,2003,Manyung,0.497
4,2004,Manyung,0.883
4,2005,Manyung,0.649
4,2006,Manyung,1.226
4,2007,Manyung,0.896
4,2008,Manyung,0.858
4,2009,Manyung,0.89
4,2010,Manyung,1.483
4,2011,Manyung,21.631
4,2012,Manyung,0.87
4,2013,Manyung,4.575
4,2014,Manyung,4.472
4,2015,Manyung,4.978
5,2e3,Manyung,7.129
5,2001,Manyung,11.19
5,2002,Manyung,0.391
5,2003,Manyung,1.734
5,2004,Manyung,3.627
5,2005,Manyung,2.608
5,2006,Manyung,3.013
5,2007,Manyung,2.512
5,2008,Manyung,2.338
5,2009,Manyung,2.425
5,2010,Manyung,3.114
5,2011,Manyung,44.002
5,2012,Manyung,3.486
5,2013,Manyung,14.837
5,2014,Manyung,14.368
5,2015,Manyung,18.238
7,2e3,Manyung,13.754
7,2001,Manyung,21.584
7,2002,Manyung,1.484
7,2003,Manyung,7.329
7,2004,Manyung,15.572
7,2005,Manyung,11.064
7,2006,Manyung,14.175
7,2007,Manyung,10.287
7,2008,Manyung,10.889
7,2009,Manyung,11.292
7,2010,Manyung,17.32
7,2011,Manyung,255.127
7,2012,Manyung,20.213
7,2013,Manyung,85.561
7,2014,Manyung,83.631
7,2015,Manyung,106.32
8,2e3,Manyung,9.65
8,2001,Manyung,13.266
8,2002,Manyung,1.036
8,2003,Manyung,5.169
8,2004,Manyung,11.337
8,2005,Manyung,8.388
8,2006,Manyung,9.029
8,2007,Manyung,6.78
8,2008,Manyung,5.15
8,2009,Manyung,5.341
8,2010,Manyung,10.296
8,2011,Manyung,107.619
8,2012,Manyung,8.885
8,2013,Manyung,40.61
8,2014,Manyung,40.634
8,2015,Manyung,70.239
9,2e3,Manyung,0.897
9,2001,Manyung,1.405
9,2002,Manyung,0.127
9,2003,Manyung,0.373
9,2004,Manyung,0.81
9,2005,Manyung,0.595
9,2006,Manyung,0.786
9,2007,Manyung,0.636
9,2008,Manyung,0.599
9,2009,Manyung,0.622
9,2010,Manyung,0.798
9,2011,Manyung,11.227
9,2012,Manyung,0.889
9,2013,Manyung,4.657
9,2014,Manyung,5.371
9,2015,Manyung,7.049
