rgn_id,year,species,catch
1,2e3,Kuwe,8.637
1,2001,Kuwe,10.178
1,2002,Kuwe,34.011
1,2003,Kuwe,11.287
1,2004,Kuwe,9.28
1,2005,Kuwe,8.524
1,2006,Kuwe,6.752
1,2007,Kuwe,25.85
1,2008,Kuwe,18.702
1,2009,Kuwe,1.508
1,2010,Kuwe,2.626
1,2011,Kuwe,17.807
1,2012,Kuwe,8.215
1,2013,Kuwe,11.354
1,2014,Kuwe,10.447
1,2015,Kuwe,7.757
2,2e3,Kuwe,0.768
2,2001,Kuwe,1.638
2,2002,Kuwe,3.925
2,2003,Kuwe,1.081
2,2004,Kuwe,1.405
2,2005,Kuwe,1.3
2,2006,Kuwe,1.103
2,2007,Kuwe,3.986
2,2008,Kuwe,2.611
2,2009,Kuwe,0.211
2,2010,Kuwe,0.257
2,2011,Kuwe,2.506
2,2012,Kuwe,2.065
2,2013,Kuwe,2.677
2,2014,Kuwe,2.485
2,2015,Kuwe,0.831
3,2e3,Kuwe,5.165
3,2001,Kuwe,10.142
3,2002,Kuwe,25.3
3,2003,Kuwe,8.578
3,2004,Kuwe,9.426
3,2005,Kuwe,8.736
3,2006,Kuwe,5.682
3,2007,Kuwe,25.667
3,2008,Kuwe,11.594
3,2009,Kuwe,0.935
3,2010,Kuwe,1.613
3,2011,Kuwe,17.453
3,2012,Kuwe,8.215
3,2013,Kuwe,11.208
3,2014,Kuwe,10.772
3,2015,Kuwe,8.949
4,2e3,Kuwe,0.857
4,2001,Kuwe,1.916
4,2002,Kuwe,5.413
4,2003,Kuwe,1.318
4,2004,Kuwe,1.202
4,2005,Kuwe,1.127
4,2006,Kuwe,1.409
4,2007,Kuwe,5.032
4,2008,Kuwe,3.942
4,2009,Kuwe,0.318
4,2010,Kuwe,0.606
4,2011,Kuwe,5.03
4,2012,Kuwe,1.178
4,2013,Kuwe,2.031
4,2014,Kuwe,1.868
4,2015,Kuwe,1.604
5,2e3,Kuwe,5.347
5,2001,Kuwe,10.879
5,2002,Kuwe,13.701
5,2003,Kuwe,4.599
5,2004,Kuwe,4.939
5,2005,Kuwe,4.525
5,2006,Kuwe,3.465
5,2007,Kuwe,14.101
5,2008,Kuwe,10.737
5,2009,Kuwe,0.866
5,2010,Kuwe,1.274
5,2011,Kuwe,10.233
5,2012,Kuwe,4.721
5,2013,Kuwe,6.586
5,2014,Kuwe,6.003
5,2015,Kuwe,5.877
7,2e3,Kuwe,10.316
7,2001,Kuwe,20.984
7,2002,Kuwe,51.943
7,2003,Kuwe,19.438
7,2004,Kuwe,21.205
7,2005,Kuwe,19.199
7,2006,Kuwe,16.301
7,2007,Kuwe,57.739
7,2008,Kuwe,50.007
7,2009,Kuwe,4.033
7,2010,Kuwe,7.085
7,2011,Kuwe,59.332
7,2012,Kuwe,27.371
7,2013,Kuwe,37.978
7,2014,Kuwe,34.941
7,2015,Kuwe,34.264
8,2e3,Kuwe,7.237
8,2001,Kuwe,12.898
8,2002,Kuwe,36.272
8,2003,Kuwe,13.71
8,2004,Kuwe,15.438
8,2005,Kuwe,14.556
8,2006,Kuwe,10.383
8,2007,Kuwe,38.057
8,2008,Kuwe,23.653
8,2009,Kuwe,1.907
8,2010,Kuwe,4.212
8,2011,Kuwe,25.028
8,2012,Kuwe,12.031
8,2013,Kuwe,18.026
8,2014,Kuwe,16.977
8,2015,Kuwe,22.636
9,2e3,Kuwe,0.673
9,2001,Kuwe,1.366
9,2002,Kuwe,4.436
9,2003,Kuwe,0.989
9,2004,Kuwe,1.103
9,2005,Kuwe,1.033
9,2006,Kuwe,0.904
9,2007,Kuwe,3.568
9,2008,Kuwe,2.752
9,2009,Kuwe,0.222
9,2010,Kuwe,0.327
9,2011,Kuwe,2.611
9,2012,Kuwe,1.204
9,2013,Kuwe,2.067
9,2014,Kuwe,2.244
9,2015,Kuwe,2.272
