rgn_id,habitat,year,health
1,seagrass,2009,NA
1,seagrass,2010,NA
1,seagrass,2011,85.01
1,seagrass,2012,85.01
1,seagrass,2013,80.6327906976743
1,seagrass,2014,62.87
1,seagrass,2015,79.91
1,seagrass,2016,89.42
2,seagrass,2009,NA
2,seagrass,2010,NA
2,seagrass,2011,NA
2,seagrass,2012,NA
2,seagrass,2013,NA
2,seagrass,2014,NA
2,seagrass,2015,NA
2,seagrass,2016,NA
3,seagrass,2009,NA
3,seagrass,2010,NA
3,seagrass,2011,85.01
3,seagrass,2012,85.01
3,seagrass,2013,80.6327906976743
3,seagrass,2014,62.87
3,seagrass,2015,79.91
3,seagrass,2016,89.42
4,seagrass,2009,NA
4,seagrass,2010,NA
4,seagrass,2011,NA
4,seagrass,2012,NA
4,seagrass,2013,NA
4,seagrass,2014,NA
4,seagrass,2015,NA
4,seagrass,2016,NA
5,seagrass,2009,NA
5,seagrass,2010,NA
5,seagrass,2011,85.01
5,seagrass,2012,85.01
5,seagrass,2013,80.6327906976743
5,seagrass,2014,62.87
5,seagrass,2015,79.91
5,seagrass,2016,89.42
7,seagrass,2009,NA
7,seagrass,2010,NA
7,seagrass,2011,85.01
7,seagrass,2012,85.01
7,seagrass,2013,80.6327906976743
7,seagrass,2014,62.87
7,seagrass,2015,79.91
7,seagrass,2016,89.42
8,seagrass,2009,NA
8,seagrass,2010,NA
8,seagrass,2011,85.01
8,seagrass,2012,85.01
8,seagrass,2013,80.6327906976743
8,seagrass,2014,62.87
8,seagrass,2015,79.91
8,seagrass,2016,89.42
9,seagrass,2009,NA
9,seagrass,2010,NA
9,seagrass,2011,85.01
9,seagrass,2012,85.01
9,seagrass,2013,80.6327906976743
9,seagrass,2014,62.87
9,seagrass,2015,79.91
9,seagrass,2016,89.42
