rgn_id,habitat,year,km2
1,mangrove,2015,23869.890278
1,mangrove_inland1km,2015,7306.779905
1,mangrove_offshore,2015,2677.067795
2,mangrove,2015,23869.890278
2,mangrove_inland1km,2015,7306.779905
2,mangrove_offshore,2015,2677.067795
3,mangrove,2015,23869.890278
3,mangrove_inland1km,2015,7306.779905
3,mangrove_offshore,2015,2677.067795
4,mangrove,2015,23869.890278
4,mangrove_inland1km,2015,7306.779905
4,mangrove_offshore,2015,2677.067795
5,mangrove,2015,23869.890278
5,mangrove_inland1km,2015,7306.779905
5,mangrove_offshore,2015,2677.067795
6,mangrove,2015,23869.890278
6,mangrove_inland1km,2015,7306.779905
6,mangrove_offshore,2015,2677.067795
7,mangrove,2015,23869.890278
7,mangrove_inland1km,2015,7306.779905
7,mangrove_offshore,2015,2677.067795
8,mangrove,2015,23869.890278
8,mangrove_inland1km,2015,7306.779905
8,mangrove_offshore,2015,2677.067795
