rgn_id,level,georgn_id
9,r2,35
9,r1,142
9,r0,1
3,r2,35
3,r1,142
3,r0,1
2,r2,35
2,r1,142
2,r0,1
1,r2,35
1,r1,142
1,r0,1
8,r2,35
8,r1,142
8,r0,1
7,r2,35
7,r1,142
7,r0,1
5,r2,35
5,r1,142
5,r0,1
4,r2,35
4,r1,142
4,r0,1
