rgn_id,habitat,year,trend
1,mangrove,2012,-0.011042
1,mangrove,2013,-0.01122
1,mangrove,2014,-0.011238
1,mangrove,2015,-0.01179
2,mangrove,2012,-0.011042
2,mangrove,2013,-0.01122
2,mangrove,2014,-0.011238
2,mangrove,2015,-0.01179
3,mangrove,2012,-0.011042
3,mangrove,2013,-0.01122
3,mangrove,2014,-0.011238
3,mangrove,2015,-0.01179
4,mangrove,2012,-0.011042
4,mangrove,2013,-0.01122
4,mangrove,2014,-0.011238
4,mangrove,2015,-0.01179
5,mangrove,2012,-0.011042
5,mangrove,2013,-0.01122
5,mangrove,2014,-0.011238
5,mangrove,2015,-0.01179
6,mangrove,2012,-0.011042
6,mangrove,2013,-0.01122
6,mangrove,2014,-0.011238
6,mangrove,2015,-0.01179
7,mangrove,2012,-0.011042
7,mangrove,2013,-0.01122
7,mangrove,2014,-0.011238
7,mangrove,2015,-0.01179
8,mangrove,2012,-0.011042
8,mangrove,2013,-0.01122
8,mangrove,2014,-0.011238
8,mangrove,2015,-0.01179
