rgn_id,year,species,catch
1,2e3,Kurisi,1.342
1,2001,Kurisi,16.581
1,2002,Kurisi,4.966
1,2003,Kurisi,6.876
1,2004,Kurisi,12.641
1,2005,Kurisi,13.648
1,2006,Kurisi,4.928
1,2007,Kurisi,12.488
1,2008,Kurisi,4.417
1,2009,Kurisi,5.448
1,2010,Kurisi,125.32
1,2011,Kurisi,168.16
1,2012,Kurisi,17.845
1,2013,Kurisi,1.406
1,2014,Kurisi,16.675
1,2015,Kurisi,8.899
2,2e3,Kurisi,15.549
2,2001,Kurisi,22.236
2,2002,Kurisi,22.06
2,2003,Kurisi,37.029
2,2004,Kurisi,54.636
2,2005,Kurisi,35.127
2,2006,Kurisi,35.075
2,2007,Kurisi,28.41
2,2008,Kurisi,33.418
2,2009,Kurisi,39.952
2,2010,Kurisi,37.469
2,2011,Kurisi,39.019
2,2012,Kurisi,21.523
2,2013,Kurisi,2.774
2,2014,Kurisi,29.493
2,2015,Kurisi,32.552
3,2e3,Kurisi,6.58
3,2001,Kurisi,39.212
3,2002,Kurisi,14.793
3,2003,Kurisi,18.22
3,2004,Kurisi,127.938
3,2005,Kurisi,27.544
3,2006,Kurisi,21.086
3,2007,Kurisi,26.52
3,2008,Kurisi,27.746
3,2009,Kurisi,34.223
3,2010,Kurisi,26.739
3,2011,Kurisi,25.065
3,2012,Kurisi,25.016
3,2013,Kurisi,8.982
3,2014,Kurisi,88.081
3,2015,Kurisi,49.391
4,2e3,Kurisi,12.819
4,2001,Kurisi,28.643
4,2002,Kurisi,51.879
4,2003,Kurisi,43.606
4,2004,Kurisi,69.101
4,2005,Kurisi,33.952
4,2006,Kurisi,61.368
4,2007,Kurisi,27.798
4,2008,Kurisi,33.487
4,2009,Kurisi,41.304
4,2010,Kurisi,79.293
4,2011,Kurisi,39.494
4,2012,Kurisi,8.363
4,2013,Kurisi,0.867
4,2014,Kurisi,7.094
4,2015,Kurisi,30.986
5,2e3,Kurisi,12.462
5,2001,Kurisi,53.568
5,2002,Kurisi,49.602
5,2003,Kurisi,46.18
5,2004,Kurisi,54.045
5,2005,Kurisi,91.608
5,2006,Kurisi,71.116
5,2007,Kurisi,83.247
5,2008,Kurisi,54.898
5,2009,Kurisi,67.714
5,2010,Kurisi,86.881
5,2011,Kurisi,68.197
5,2012,Kurisi,51.272
5,2013,Kurisi,5.108
5,2014,Kurisi,52.852
5,2015,Kurisi,56.349
6,2e3,Kurisi,40.961
6,2001,Kurisi,105.762
6,2002,Kurisi,134.037
6,2003,Kurisi,74.482
6,2004,Kurisi,88.974
6,2005,Kurisi,72.603
6,2006,Kurisi,107.49
6,2007,Kurisi,132.186
6,2008,Kurisi,135.831
6,2009,Kurisi,167.539
6,2010,Kurisi,196.783
6,2011,Kurisi,104.828
6,2012,Kurisi,95.101
6,2013,Kurisi,12.948
6,2014,Kurisi,137.646
6,2015,Kurisi,174.306
7,2e3,Kurisi,9.379
7,2001,Kurisi,24.184
7,2002,Kurisi,12.738
7,2003,Kurisi,11.012
7,2004,Kurisi,36.946
7,2005,Kurisi,23.542
7,2006,Kurisi,23.866
7,2007,Kurisi,28.73
7,2008,Kurisi,24.311
7,2009,Kurisi,29.985
7,2010,Kurisi,49.473
7,2011,Kurisi,22.832
7,2012,Kurisi,11.601
7,2013,Kurisi,2.85
7,2014,Kurisi,31.741
7,2015,Kurisi,32.265
8,2e3,Kurisi,3.907
8,2001,Kurisi,11.815
8,2002,Kurisi,12.926
8,2003,Kurisi,15.596
8,2004,Kurisi,6.719
8,2005,Kurisi,35.977
8,2006,Kurisi,24.07
8,2007,Kurisi,20.622
8,2008,Kurisi,16.892
8,2009,Kurisi,20.835
8,2010,Kurisi,27.043
8,2011,Kurisi,10.404
8,2012,Kurisi,14.279
8,2013,Kurisi,1.255
8,2014,Kurisi,15.946
8,2015,Kurisi,17.599
