rgn_id,year,mean_day
1,2007,1.5145454545454546
1,2008,1.5441666666666667
1,2009,1.9936363636363637
1,2010,1.8983333333333332
1,2011,1.5833333333333335
1,2012,1.36
1,2013,1.025
1,2014,1.045
1,2015,1.0791666666666666
1,2016,2.255
1,2017,2.3783333333333334
2,2007,1.4581818181818182
2,2008,2.5125
2,2009,3.5255555555555556
2,2010,2.2945454545454544
2,2011,2.2054545454545456
2,2012,2.075
2,2013,1.8775
2,2014,1.9033333333333333
2,2015,1.7816666666666667
2,2016,2.22
2,2017,1.7975
3,2007,3.9672727272727273
3,2008,3.7116666666666664
3,2009,3.9775
3,2010,3.8566666666666665
3,2011,3.7683333333333335
3,2012,3.7333333333333334
3,2013,3.65
3,2014,3.8275
3,2015,3.8408333333333333
3,2016,3.350833333333333
3,2017,3.5666666666666664
4,2007,2.5445454545454544
4,2008,3.3133333333333335
4,2009,3.1875
4,2010,2.734
4,2011,2.890833333333333
4,2012,3.1475
4,2013,3.655
4,2014,3.6083333333333334
4,2015,4.163333333333333
4,2016,4.154166666666667
4,2017,3.3741666666666665
5,2007,1.8336363636363637
5,2008,2.6366666666666667
5,2009,4.4275
5,2010,2.7133333333333334
5,2011,3.6966666666666668
5,2012,4.235833333333334
5,2013,4.505
5,2014,4.969166666666666
5,2015,3.506666666666667
5,2016,2.9383333333333335
5,2017,2.98
7,2007,1.728181818181818
7,2008,1.5391666666666668
7,2009,1.3625
7,2010,1.810909090909091
7,2011,1.263
7,2012,1.4258333333333333
7,2013,1.26
7,2014,1.3491666666666666
7,2015,1.0525
7,2016,1.2641666666666667
7,2017,1.1008333333333333
8,2007,3.328181818181818
8,2008,3.3958333333333335
8,2009,2.908181818181818
8,2010,2.944166666666667
8,2011,2.72
8,2012,2.9033333333333333
8,2013,3.024166666666667
8,2014,3.203333333333333
8,2015,2.835
8,2016,2.625
8,2017,3.1658333333333335
9,2007,2.0845454545454545
9,2008,3.111666666666667
9,2009,2.669166666666667
9,2010,2.754166666666667
9,2011,2.506666666666667
9,2012,2.405
9,2013,2.6433333333333335
9,2014,2.7191666666666667
9,2015,3.6708333333333334
9,2016,2.6466666666666665
9,2017,2.285833333333333
