rgn_id,year,a_prot_3nm
1,2000,11954.5
1,2001,15084.75
1,2002,25471
1,2003,27014.75
1,2004,30293.25
1,2005,32173.5
1,2006,35354
1,2007,43736.75
1,2008,49196
1,2009,62772
1,2010,64802
1,2011,70667.25
1,2012,73147.75
1,2013,77544.25
1,2014,77544.25
1,2015,77544.25
2,2000,11954.5
2,2001,15084.75
2,2002,25471
2,2003,27014.75
2,2004,30293.25
2,2005,32173.5
2,2006,35354
2,2007,43736.75
2,2008,49196
2,2009,62772
2,2010,64802
2,2011,70667.25
2,2012,73147.75
2,2013,77544.25
2,2014,77544.25
2,2015,77544.25
3,2000,11954.5
3,2001,15084.75
3,2002,25471
3,2003,27014.75
3,2004,30293.25
3,2005,32173.5
3,2006,35354
3,2007,43736.75
3,2008,49196
3,2009,62772
3,2010,64802
3,2011,70667.25
3,2012,73147.75
3,2013,77544.25
3,2014,77544.25
3,2015,77544.25
4,2000,11954.5
4,2001,15084.75
4,2002,25471
4,2003,27014.75
4,2004,30293.25
4,2005,32173.5
4,2006,35354
4,2007,43736.75
4,2008,49196
4,2009,62772
4,2010,64802
4,2011,70667.25
4,2012,73147.75
4,2013,77544.25
4,2014,77544.25
4,2015,77544.25
5,2000,11954.5
5,2001,15084.75
5,2002,25471
5,2003,27014.75
5,2004,30293.25
5,2005,32173.5
5,2006,35354
5,2007,43736.75
5,2008,49196
5,2009,62772
5,2010,64802
5,2011,70667.25
5,2012,73147.75
5,2013,77544.25
5,2014,77544.25
5,2015,77544.25
6,2000,11954.5
6,2001,15084.75
6,2002,25471
6,2003,27014.75
6,2004,30293.25
6,2005,32173.5
6,2006,35354
6,2007,43736.75
6,2008,49196
6,2009,62772
6,2010,64802
6,2011,70667.25
6,2012,73147.75
6,2013,77544.25
6,2014,77544.25
6,2015,77544.25
7,2000,11954.5
7,2001,15084.75
7,2002,25471
7,2003,27014.75
7,2004,30293.25
7,2005,32173.5
7,2006,35354
7,2007,43736.75
7,2008,49196
7,2009,62772
7,2010,64802
7,2011,70667.25
7,2012,73147.75
7,2013,77544.25
7,2014,77544.25
7,2015,77544.25
8,2000,11954.5
8,2001,15084.75
8,2002,25471
8,2003,27014.75
8,2004,30293.25
8,2005,32173.5
8,2006,35354
8,2007,43736.75
8,2008,49196
8,2009,62772
8,2010,64802
8,2011,70667.25
8,2012,73147.75
8,2013,77544.25
8,2014,77544.25
8,2015,77544.25
