rgn_id,year,abrasion_km
5,2011,3056
6,2011,63
7,2011,126
8,2011,65
1,2011,10
2,2011,165
3,2011,125
4,2011,751
5,2012,3056
6,2012,63
7,2012,126
8,2012,65
1,2012,10
2,2012,165
3,2012,125
4,2012,751
5,2013,3056
6,2013,63
7,2013,126
8,2013,65
1,2013,10
2,2013,165
3,2013,125
4,2013,751
5,2014,3056
6,2014,63
7,2014,126
8,2014,65
1,2014,10
2,2014,165
3,2014,125
4,2014,751
5,2015,2906
6,2015,63
7,2015,126
8,2015,6
1,2015,10
2,2015,121
3,2015,75
4,2015,751
