rgn_id,year,species,catch
1,2e3,Kembung,36.761
1,2001,Kembung,55.978
1,2002,Kembung,25.654
1,2003,Kembung,66.982
1,2004,Kembung,42.632
1,2005,Kembung,51.725
1,2006,Kembung,52.256
1,2007,Kembung,53.781
1,2008,Kembung,59.274
1,2009,Kembung,103.466
1,2010,Kembung,217.647
1,2011,Kembung,77.334
1,2012,Kembung,138.516
1,2013,Kembung,31.764
1,2014,Kembung,101.284
1,2015,Kembung,67.511
2,2e3,Kembung,3.269
2,2001,Kembung,9.008
2,2002,Kembung,2.96
2,2003,Kembung,6.413
2,2004,Kembung,6.456
2,2005,Kembung,7.89
2,2006,Kembung,8.538
2,2007,Kembung,8.293
2,2008,Kembung,8.276
2,2009,Kembung,14.446
2,2010,Kembung,21.319
2,2011,Kembung,10.882
2,2012,Kembung,34.815
2,2013,Kembung,7.489
2,2014,Kembung,24.097
2,2015,Kembung,7.235
3,2e3,Kembung,21.985
3,2001,Kembung,55.779
3,2002,Kembung,19.084
3,2003,Kembung,50.905
3,2004,Kembung,43.301
3,2005,Kembung,53.006
3,2006,Kembung,43.975
3,2007,Kembung,53.4
3,2008,Kembung,36.747
3,2009,Kembung,64.143
3,2010,Kembung,133.662
3,2011,Kembung,75.798
3,2012,Kembung,138.516
3,2013,Kembung,31.354
3,2014,Kembung,104.439
3,2015,Kembung,77.879
4,2e3,Kembung,3.649
4,2001,Kembung,10.537
4,2002,Kembung,4.083
4,2003,Kembung,7.823
4,2004,Kembung,5.523
4,2005,Kembung,6.836
4,2006,Kembung,10.908
4,2007,Kembung,10.468
4,2008,Kembung,12.494
4,2009,Kembung,21.809
4,2010,Kembung,50.272
4,2011,Kembung,21.846
4,2012,Kembung,19.862
4,2013,Kembung,5.681
4,2014,Kembung,18.114
4,2015,Kembung,13.963
5,2e3,Kembung,22.758
5,2001,Kembung,59.834
5,2002,Kembung,10.334
5,2003,Kembung,27.293
5,2004,Kembung,22.691
5,2005,Kembung,27.457
5,2006,Kembung,26.814
5,2007,Kembung,29.337
5,2008,Kembung,34.031
5,2009,Kembung,59.402
5,2010,Kembung,105.601
5,2011,Kembung,44.44
5,2012,Kembung,79.598
5,2013,Kembung,18.424
5,2014,Kembung,58.203
5,2015,Kembung,51.152
7,2e3,Kembung,43.908
7,2001,Kembung,115.414
7,2002,Kembung,39.18
7,2003,Kembung,115.356
7,2004,Kembung,97.41
7,2005,Kembung,116.495
7,2006,Kembung,126.158
7,2007,Kembung,120.123
7,2008,Kembung,158.491
7,2009,Kembung,276.653
7,2010,Kembung,587.301
7,2011,Kembung,257.67
7,2012,Kembung,461.521
7,2013,Kembung,106.243
7,2014,Kembung,338.775
7,2015,Kembung,298.2
8,2e3,Kembung,30.805
8,2001,Kembung,70.937
8,2002,Kembung,27.36
8,2003,Kembung,81.362
8,2004,Kembung,70.918
8,2005,Kembung,88.325
8,2006,Kembung,80.355
8,2007,Kembung,79.176
8,2008,Kembung,74.964
8,2009,Kembung,130.853
8,2010,Kembung,349.128
8,2011,Kembung,108.692
8,2012,Kembung,202.864
8,2013,Kembung,50.426
8,2014,Kembung,164.601
8,2015,Kembung,197.003
9,2e3,Kembung,2.864
9,2001,Kembung,7.513
9,2002,Kembung,3.346
9,2003,Kembung,5.867
9,2004,Kembung,5.069
9,2005,Kembung,6.266
9,2006,Kembung,6.996
9,2007,Kembung,7.423
9,2008,Kembung,8.723
9,2009,Kembung,15.227
9,2010,Kembung,27.07
9,2011,Kembung,11.338
9,2012,Kembung,20.309
9,2013,Kembung,5.783
9,2014,Kembung,21.758
9,2015,Kembung,19.769
