rgn_id,year,ton
1,2000,26322.9
1,2001,27645.8
1,2002,23956.5
1,2003,29902.3
1,2004,26866.7
1,2005,36644
1,2006,31969.4
1,2007,47423.3
1,2008,39718.1
1,2009,24326.3
1,2010,29521.7
1,2011,43598.8
1,2012,30517.3
1,2013,45034.4
1,2014,45651.8
1,2015,34047.4
1,2016,46200.9
2,2000,2967.2
2,2001,2687
2,2002,3412.2
2,2003,4621.6
2,2004,4487.6
2,2005,3844.5
2,2006,4740.5
2,2007,4810.3
2,2008,1527.1
2,2009,2549.9
2,2010,2052.9
2,2011,4467.9
2,2012,4570.8
2,2013,4744.4
2,2014,6095.3
2,2015,6466.9
2,2016,11033.5
3,2000,375.6
3,2001,414.5
3,2002,417.2
3,2003,458.3
3,2004,475
3,2005,482
3,2006,491.2
3,2007,517.2
3,2008,518
3,2009,566.4
3,2010,605.7
3,2011,692.2
3,2012,695.9
3,2013,707.4
3,2014,762.3
3,2015,519.1
3,2016,531.3
4,2000,10656.1
4,2001,12572.9
4,2002,37791
4,2003,41780.3
4,2004,13998.1
4,2005,14249.6
4,2006,17631.7
4,2007,27760.4
4,2008,26453.8
4,2009,45279
4,2010,40549.1
4,2011,18074.2
4,2012,10479.1
4,2013,14101.9
4,2014,22429
4,2015,20379.2
4,2016,10417
5,2000,6259.8
5,2001,673.1
5,2002,6195.3
5,2003,8432
5,2004,8978.5
5,2005,10279.2
5,2006,10963
5,2007,10699.6
5,2008,11173.9
5,2009,11963.7
5,2010,12377.6
5,2011,12703.4
5,2012,13279.9
5,2013,14243.5
5,2014,17711.8
5,2015,16254.3
5,2016,16383.7
6,2000,7426.2
6,2001,6326.1
6,2002,6926.6
6,2003,7227.4
6,2004,7962.4
6,2005,8342.1
6,2006,8597.8
6,2007,12289.5
6,2008,13947.6
6,2009,14495
6,2010,16879.5
6,2011,18560.2
6,2012,18079.8
6,2013,20594.3
6,2014,21532.8
6,2015,24907.2
6,2016,23953.4
7,2000,1695.2
7,2001,348.8
7,2002,2609.6
7,2003,2445.3
7,2004,2455.3
7,2005,2278.3
7,2006,2136.6
7,2007,2392.9
7,2008,2168.4
7,2009,2264.7
7,2010,2038.2
7,2011,1744.3
7,2012,2065.9
7,2013,2100.4
7,2014,2000.9
7,2015,1889.6
7,2016,1700.7
8,2000,307.2
8,2001,352.2
8,2002,341.4
8,2003,355.5
8,2004,544.2
8,2005,2582.8
8,2006,710.2
8,2007,309.3
8,2008,476.8
8,2009,480.8
8,2010,901.7
8,2011,660.1
8,2012,723
8,2013,724.7
8,2014,725.3
8,2015,503.7
8,2016,510.2
