rgn_id,year,values
1,2013,8
1,2014,5
1,2015,5
1,2016,5
1,2017,5
2,2013,2
2,2014,2
2,2015,2
2,2016,3
2,2017,2
3,2013,1
3,2014,1
3,2015,1
3,2016,1
3,2017,1
4,2013,NA
4,2014,NA
4,2015,NA
4,2016,NA
4,2017,NA
5,2013,3
5,2014,3
5,2015,3
5,2016,3
5,2017,2
7,2013,NA
7,2014,NA
7,2015,NA
7,2016,NA
7,2017,NA
8,2013,5
8,2014,5
8,2015,5
8,2016,5
8,2017,3
9,2013,6
9,2014,6
9,2015,7
9,2016,8
9,2017,6
