rgn_id,year,species,catch
1,2005,Banyar,0.433
1,2006,Banyar,0.953
1,2007,Banyar,2.35
1,2008,Banyar,3.792
1,2009,Banyar,5.198
1,2010,Banyar,0.292
1,2011,Banyar,14.755
1,2012,Banyar,4.044
1,2013,Banyar,8.864
1,2014,Banyar,8.711
1,2015,Banyar,9.537
2,2005,Banyar,0.066
2,2006,Banyar,0.156
2,2007,Banyar,0.362
2,2008,Banyar,0.529
2,2009,Banyar,0.726
2,2010,Banyar,0.029
2,2011,Banyar,2.076
2,2012,Banyar,1.016
2,2013,Banyar,2.09
2,2014,Banyar,2.073
2,2015,Banyar,1.022
3,2005,Banyar,0.444
3,2006,Banyar,0.802
3,2007,Banyar,2.333
3,2008,Banyar,2.351
3,2009,Banyar,3.223
3,2010,Banyar,0.179
3,2011,Banyar,14.461
3,2012,Banyar,4.044
3,2013,Banyar,8.749
3,2014,Banyar,8.982
3,2015,Banyar,11.002
4,2005,Banyar,0.057
4,2006,Banyar,0.199
4,2007,Banyar,0.457
4,2008,Banyar,0.799
4,2009,Banyar,1.096
4,2010,Banyar,0.067
4,2011,Banyar,4.168
4,2012,Banyar,0.58
4,2013,Banyar,1.585
4,2014,Banyar,1.558
4,2015,Banyar,1.973
5,2005,Banyar,0.23
5,2006,Banyar,0.489
5,2007,Banyar,1.282
5,2008,Banyar,2.177
5,2009,Banyar,2.984
5,2010,Banyar,0.142
5,2011,Banyar,8.479
5,2012,Banyar,2.324
5,2013,Banyar,5.141
5,2014,Banyar,5.006
5,2015,Banyar,7.226
7,2005,Banyar,0.976
7,2006,Banyar,2.301
7,2007,Banyar,5.249
7,2008,Banyar,10.139
7,2009,Banyar,13.899
7,2010,Banyar,0.787
7,2011,Banyar,49.161
7,2012,Banyar,13.475
7,2013,Banyar,29.647
7,2014,Banyar,29.137
7,2015,Banyar,42.127
8,2005,Banyar,0.74
8,2006,Banyar,1.466
8,2007,Banyar,3.46
8,2008,Banyar,4.796
8,2009,Banyar,6.574
8,2010,Banyar,0.468
8,2011,Banyar,20.737
8,2012,Banyar,5.923
8,2013,Banyar,14.071
8,2014,Banyar,14.157
8,2015,Banyar,27.831
9,2005,Banyar,0.053
9,2006,Banyar,0.128
9,2007,Banyar,0.324
9,2008,Banyar,0.558
9,2009,Banyar,0.765
9,2010,Banyar,0.036
9,2011,Banyar,2.163
9,2012,Banyar,0.593
9,2013,Banyar,1.614
9,2014,Banyar,1.871
9,2015,Banyar,2.793
