rgn_id,year,mg/l
1,2009,NA
2,2009,4.819
3,2009,NA
4,2009,NA
5,2009,0.372
6,2009,NA
7,2009,NA
8,2009,NA
1,2010,NA
2,2010,4.819
3,2010,NA
4,2010,NA
5,2010,0.372
6,2010,NA
7,2010,NA
8,2010,NA
1,2011,0.39999999999999997
2,2011,2
3,2011,0
4,2011,0
5,2011,1.92
6,2011,0
7,2011,0
8,2011,2.6345
1,2012,2.516
2,2012,1.9277857142857142
4,2012,2.4433333333333334
5,2012,2.0028571428571427
6,2012,1.2596
7,2012,1.6396666666666666
8,2012,1.9556666666666667
1,2013,6.5
2,2013,11
3,2013,7.8
4,2013,9.6
5,2013,9.25
6,2013,10
7,2013,9
8,2013,11.5
1,2014,3
2,2014,10.727272727272727
3,2014,5.666666666666667
4,2014,4.25
5,2014,6.666666666666667
6,2014,5.5
7,2014,7
8,2014,11
1,2015,3
2,2015,4.8
3,2015,7.333333333333333
4,2015,10
5,2015,5.666666666666667
6,2015,4.5
7,2015,6
8,2015,10
