years,4.00,3.00,2.00,2.00,1.00,8.00,7.00,6.00,5.00,7.00
2012,60.02,43.48,48.42,66.00,68.91,68.65,70.55,70.58,73.29,69.53
2013,67.46,65.08,64.93,69.43,70.54,70.97,71.30,72.51,72.99,71.97
2014,67.80,57.81,61.57,67.50,65.84,66.78,67.01,70.61,73.76,71.05
2015,62.81,53.20,52.99,65.65,66.71,65.25,68.03,71.49,72.86,70.58
2016,68.09,68.66,69.18,70.76,69.45,69.53,69.89,71.77,72.91,71.20
