rgn_id,year,species,catch
1,2005,Banyar,0.123
1,2006,Banyar,0.092
1,2007,Banyar,0.549
1,2008,Banyar,0.335
1,2009,Banyar,0.461
1,2010,Banyar,0.398
1,2011,Banyar,40.809
1,2012,Banyar,2.331
1,2013,Banyar,2.788
1,2014,Banyar,3.141
1,2015,Banyar,2.289
2,2005,Banyar,0.316
2,2006,Banyar,0.653
2,2007,Banyar,1.248
2,2008,Banyar,2.538
2,2009,Banyar,3.383
2,2010,Banyar,0.119
2,2011,Banyar,9.469
2,2012,Banyar,2.811
2,2013,Banyar,5.501
2,2014,Banyar,5.556
2,2015,Banyar,8.375
3,2005,Banyar,0.247
3,2006,Banyar,0.392
3,2007,Banyar,1.165
3,2008,Banyar,2.107
3,2009,Banyar,2.898
3,2010,Banyar,0.085
3,2011,Banyar,6.083
3,2012,Banyar,3.267
3,2013,Banyar,17.81
3,2014,Banyar,16.592
3,2015,Banyar,12.707
4,2005,Banyar,0.305
4,2006,Banyar,1.142
4,2007,Banyar,1.221
4,2008,Banyar,2.544
4,2009,Banyar,3.498
4,2010,Banyar,0.252
4,2011,Banyar,9.584
4,2012,Banyar,1.092
4,2013,Banyar,1.718
4,2014,Banyar,1.336
4,2015,Banyar,7.972
5,2005,Banyar,0.823
5,2006,Banyar,1.323
5,2007,Banyar,3.658
5,2008,Banyar,4.17
5,2009,Banyar,5.734
5,2010,Banyar,0.276
5,2011,Banyar,16.55
5,2012,Banyar,6.697
5,2013,Banyar,10.129
5,2014,Banyar,9.956
5,2015,Banyar,14.497
6,2005,Banyar,0.652
6,2006,Banyar,2
6,2007,Banyar,5.808
6,2008,Banyar,10.317
6,2009,Banyar,14.187
6,2010,Banyar,0.626
6,2011,Banyar,25.439
6,2012,Banyar,12.421
6,2013,Banyar,25.675
6,2014,Banyar,25.929
6,2015,Banyar,44.843
7,2005,Banyar,0.211
7,2006,Banyar,0.444
7,2007,Banyar,1.262
7,2008,Banyar,1.847
7,2009,Banyar,2.539
7,2010,Banyar,0.157
7,2011,Banyar,5.541
7,2012,Banyar,1.515
7,2013,Banyar,5.652
7,2014,Banyar,5.979
7,2015,Banyar,8.301
8,2005,Banyar,0.323
8,2006,Banyar,0.448
8,2007,Banyar,0.906
8,2008,Banyar,1.283
8,2009,Banyar,1.764
8,2010,Banyar,0.086
8,2011,Banyar,2.525
8,2012,Banyar,1.865
8,2013,Banyar,2.488
8,2014,Banyar,3.004
8,2015,Banyar,4.528
