rgn_id,years,ndvi
1,2012,0.3531185927
1,2013,0.676448
1,2014,0.740363
1,2015,0.677694
1,2016,0.722414
7,2012,0.3910757054
7,2013,0.718324
7,2014,0.739508
7,2015,0.718388
7,2016,0.742944
2,2012,0.3209041066
2,2013,0.644588
2,2014,0.722101
2,2015,0.600895
2,2016,0.694414
4,2012,0.2183856393
4,2013,0.660482
4,2014,0.616142
4,2015,0.598364
4,2016,0.716604
5,2012,0.265091045
5,2013,0.655105
5,2014,0.630794
5,2015,0.596295
5,2016,0.716887
