rgn_id,year,ton
1,2011,17766.5625
1,2012,18071.15
1,2013,18274.015
1,2014,10616.38125
1,2015,13490.18625
2,2011,17766.5625
2,2012,18071.15
2,2013,18274.015
2,2014,10616.38125
2,2015,13490.18625
3,2011,17766.5625
3,2012,18071.15
3,2013,18274.015
3,2014,10616.38125
3,2015,13490.18625
4,2011,17766.5625
4,2012,18071.15
4,2013,18274.015
4,2014,10616.38125
4,2015,13490.18625
5,2011,17766.5625
5,2012,18071.15
5,2013,18274.015
5,2014,10616.38125
5,2015,13490.18625
6,2011,17766.5625
6,2012,18071.15
6,2013,18274.015
6,2014,10616.38125
6,2015,13490.18625
7,2011,17766.5625
7,2012,18071.15
7,2013,18274.015
7,2014,10616.38125
7,2015,13490.18625
8,2011,17766.5625
8,2012,18071.15
8,2013,18274.015
8,2014,10616.38125
8,2015,13490.18625
