rgn_id,year,extent_ha
9,2006,478
9,2007,415.5
9,2008,729.7
9,2009,729.7
9,2010,741.9
9,2011,779.6
9,2012,800.8
9,2013,996.9
9,2014,457.4
9,2015,533.2
