rgn_id,year,sciname,category
2,2016,Physeter macrocephalus,VU
2,2016,Stenella attenuata,LC
2,2016,Panulirus versicolor,LC
3,2012,Balaenoptera edeni,LC
3,2012,Ziphius cavirotris,LC
3,2012,Dugong dugon,VU
3,2012,Pseudorca crassidens,DD
3,2012,Pterapogon kauderni,EN
3,2012,Carcharhinus longimanus,VU
3,2012,Mola mola,VU
3,2012,Cuora amboinensis,VU
3,2012,Amyda cartilaginea,VU
3,2012,Manta alfredi,VU
3,2012,Chelonia mydas,EN
3,2012,Lepidochelys olivacea,VU
3,2012,Physeter macrocephalus,VU
3,2012,Stenella attenuata,LC
3,2012,Panulirus versicolor,LC
3,2013,Balaenoptera edeni,LC
3,2013,Ziphius cavirotris,LC
3,2013,Dugong dugon,VU
3,2013,Pseudorca crassidens,DD
3,2013,Pterapogon kauderni,EN
3,2013,Carcharhinus longimanus,VU
3,2013,Mola mola,VU
3,2013,Cuora amboinensis,VU
3,2013,Amyda cartilaginea,VU
3,2013,Manta alfredi,VU
3,2013,Chelonia mydas,EN
3,2013,Lepidochelys olivacea,VU
3,2013,Physeter macrocephalus,VU
3,2013,Stenella attenuata,LC
3,2013,Panulirus versicolor,LC
3,2014,Balaenoptera edeni,LC
3,2014,Ziphius cavirotris,LC
3,2014,Dugong dugon,VU
3,2014,Pseudorca crassidens,DD
3,2014,Pterapogon kauderni,EN
3,2014,Carcharhinus longimanus,VU
3,2014,Mola mola,VU
3,2014,Cuora amboinensis,VU
3,2014,Amyda cartilaginea,VU
3,2014,Manta alfredi,VU
3,2014,Chelonia mydas,EN
3,2014,Lepidochelys olivacea,VU
3,2014,Physeter macrocephalus,VU
3,2014,Stenella attenuata,LC
3,2014,Panulirus versicolor,LC
3,2015,Balaenoptera edeni,LC
3,2015,Ziphius cavirotris,LC
3,2015,Dugong dugon,VU
3,2015,Pseudorca crassidens,DD
3,2015,Pterapogon kauderni,EN
3,2015,Carcharhinus longimanus,VU
3,2015,Mola mola,VU
3,2015,Cuora amboinensis,VU
3,2015,Amyda cartilaginea,VU
3,2015,Manta alfredi,VU
3,2015,Chelonia mydas,EN
3,2015,Lepidochelys olivacea,VU
3,2015,Physeter macrocephalus,VU
3,2015,Stenella attenuata,LC
3,2015,Panulirus versicolor,LC
3,2016,Balaenoptera edeni,LC
3,2016,Ziphius cavirotris,LC
3,2016,Dugong dugon,VU
3,2016,Pseudorca crassidens,DD
3,2016,Pterapogon kauderni,EN
3,2016,Carcharhinus longimanus,VU
3,2016,Mola mola,VU
3,2016,Cuora amboinensis,VU
3,2016,Amyda cartilaginea,VU
3,2016,Manta alfredi,VU
3,2016,Chelonia mydas,EN
3,2016,Lepidochelys olivacea,VU
3,2016,Physeter macrocephalus,VU
3,2016,Stenella attenuata,LC
3,2016,Panulirus versicolor,LC
4,2012,Balaenoptera edeni,LC
4,2012,Ziphius cavirotris,LC
4,2012,Dugong dugon,VU
4,2012,Pseudorca crassidens,DD
4,2012,Pterapogon kauderni,EN
4,2012,Carcharhinus longimanus,VU
4,2012,Mola mola,VU
4,2012,Cuora amboinensis,VU
4,2012,Amyda cartilaginea,VU
4,2012,Manta alfredi,VU
4,2012,Chelonia mydas,EN
4,2012,Lepidochelys olivacea,VU
4,2012,Physeter macrocephalus,VU
4,2012,Stenella attenuata,LC
4,2012,Panulirus versicolor,LC
4,2013,Balaenoptera edeni,LC
4,2013,Ziphius cavirotris,LC
4,2013,Dugong dugon,VU
4,2013,Pseudorca crassidens,DD
4,2013,Pterapogon kauderni,EN
4,2013,Carcharhinus longimanus,VU
4,2013,Mola mola,VU
4,2013,Cuora amboinensis,VU
4,2013,Amyda cartilaginea,VU
4,2013,Manta alfredi,VU
4,2013,Chelonia mydas,EN
4,2013,Lepidochelys olivacea,VU
4,2013,Physeter macrocephalus,VU
4,2013,Stenella attenuata,LC
4,2013,Panulirus versicolor,LC
4,2014,Balaenoptera edeni,LC
4,2014,Ziphius cavirotris,LC
4,2014,Dugong dugon,VU
4,2014,Pseudorca crassidens,DD
4,2014,Pterapogon kauderni,EN
4,2014,Carcharhinus longimanus,VU
4,2014,Mola mola,VU
4,2014,Cuora amboinensis,VU
4,2014,Amyda cartilaginea,VU
4,2014,Manta alfredi,VU
4,2014,Chelonia mydas,EN
4,2014,Lepidochelys olivacea,VU
4,2014,Physeter macrocephalus,VU
4,2014,Stenella attenuata,LC
4,2014,Panulirus versicolor,LC
4,2015,Balaenoptera edeni,LC
4,2015,Ziphius cavirotris,LC
4,2015,Dugong dugon,VU
4,2015,Pseudorca crassidens,DD
4,2015,Pterapogon kauderni,EN
4,2015,Carcharhinus longimanus,VU
4,2015,Mola mola,VU
4,2015,Cuora amboinensis,VU
4,2015,Amyda cartilaginea,VU
4,2015,Manta alfredi,VU
4,2015,Chelonia mydas,EN
4,2015,Lepidochelys olivacea,VU
4,2015,Physeter macrocephalus,VU
4,2015,Stenella attenuata,LC
4,2015,Panulirus versicolor,LC
4,2016,Balaenoptera edeni,LC
4,2016,Ziphius cavirotris,LC
4,2016,Dugong dugon,VU
4,2016,Pseudorca crassidens,DD
4,2016,Pterapogon kauderni,EN
4,2016,Carcharhinus longimanus,VU
4,2016,Mola mola,VU
4,2016,Cuora amboinensis,VU
4,2016,Amyda cartilaginea,VU
4,2016,Manta alfredi,VU
4,2016,Chelonia mydas,EN
4,2016,Lepidochelys olivacea,VU
4,2016,Physeter macrocephalus,VU
4,2016,Stenella attenuata,LC
4,2016,Panulirus versicolor,LC
5,2012,Balaenoptera edeni,LC
5,2012,Ziphius cavirotris,LC
5,2012,Dugong dugon,VU
5,2012,Pseudorca crassidens,DD
5,2012,Pterapogon kauderni,EN
5,2012,Carcharhinus longimanus,VU
5,2012,Mola mola,VU
5,2012,Cuora amboinensis,VU
5,2012,Amyda cartilaginea,VU
5,2012,Manta alfredi,VU
5,2012,Chelonia mydas,EN
5,2012,Lepidochelys olivacea,VU
5,2012,Physeter macrocephalus,VU
5,2012,Stenella attenuata,LC
5,2012,Panulirus versicolor,LC
5,2013,Balaenoptera edeni,LC
5,2013,Ziphius cavirotris,LC
5,2013,Dugong dugon,VU
5,2013,Pseudorca crassidens,DD
5,2013,Pterapogon kauderni,EN
5,2013,Carcharhinus longimanus,VU
5,2013,Mola mola,VU
5,2013,Cuora amboinensis,VU
5,2013,Amyda cartilaginea,VU
5,2013,Manta alfredi,VU
5,2013,Chelonia mydas,EN
5,2013,Lepidochelys olivacea,VU
5,2013,Physeter macrocephalus,VU
5,2013,Stenella attenuata,LC
5,2013,Panulirus versicolor,LC
5,2014,Balaenoptera edeni,LC
5,2014,Ziphius cavirotris,LC
5,2014,Dugong dugon,VU
5,2014,Pseudorca crassidens,DD
5,2014,Pterapogon kauderni,EN
5,2014,Carcharhinus longimanus,VU
5,2014,Mola mola,VU
5,2014,Cuora amboinensis,VU
5,2014,Amyda cartilaginea,VU
5,2014,Manta alfredi,VU
5,2014,Chelonia mydas,EN
5,2014,Lepidochelys olivacea,VU
5,2014,Physeter macrocephalus,VU
5,2014,Stenella attenuata,LC
5,2014,Panulirus versicolor,LC
5,2015,Balaenoptera edeni,LC
5,2015,Ziphius cavirotris,LC
5,2015,Dugong dugon,VU
5,2015,Pseudorca crassidens,DD
5,2015,Pterapogon kauderni,EN
5,2015,Carcharhinus longimanus,VU
5,2015,Mola mola,VU
5,2015,Cuora amboinensis,VU
5,2015,Amyda cartilaginea,VU
5,2015,Manta alfredi,VU
5,2015,Chelonia mydas,EN
5,2015,Lepidochelys olivacea,VU
5,2015,Physeter macrocephalus,VU
5,2015,Stenella attenuata,LC
5,2015,Panulirus versicolor,LC
5,2016,Balaenoptera edeni,LC
5,2016,Ziphius cavirotris,LC
5,2016,Dugong dugon,VU
5,2016,Pseudorca crassidens,DD
5,2016,Pterapogon kauderni,EN
5,2016,Carcharhinus longimanus,VU
5,2016,Mola mola,VU
5,2016,Cuora amboinensis,VU
5,2016,Amyda cartilaginea,VU
5,2016,Manta alfredi,VU
5,2016,Chelonia mydas,EN
5,2016,Lepidochelys olivacea,VU
5,2016,Physeter macrocephalus,VU
5,2016,Stenella attenuata,LC
5,2016,Panulirus versicolor,LC
6,2012,Balaenoptera edeni,LC
6,2012,Ziphius cavirotris,LC
6,2012,Dugong dugon,VU
6,2012,Pseudorca crassidens,DD
6,2012,Pterapogon kauderni,EN
6,2012,Carcharhinus longimanus,VU
6,2012,Mola mola,VU
6,2012,Cuora amboinensis,VU
6,2012,Amyda cartilaginea,VU
6,2012,Manta alfredi,VU
6,2012,Chelonia mydas,EN
6,2012,Lepidochelys olivacea,VU
6,2012,Physeter macrocephalus,VU
6,2012,Stenella attenuata,LC
6,2012,Panulirus versicolor,LC
6,2013,Balaenoptera edeni,LC
6,2013,Ziphius cavirotris,LC
6,2013,Dugong dugon,VU
6,2013,Pseudorca crassidens,DD
6,2013,Pterapogon kauderni,EN
6,2013,Carcharhinus longimanus,VU
6,2013,Mola mola,VU
6,2013,Cuora amboinensis,VU
6,2013,Amyda cartilaginea,VU
6,2013,Manta alfredi,VU
6,2013,Chelonia mydas,EN
6,2013,Lepidochelys olivacea,VU
6,2013,Physeter macrocephalus,VU
6,2013,Stenella attenuata,LC
6,2013,Panulirus versicolor,LC
6,2014,Balaenoptera edeni,LC
6,2014,Ziphius cavirotris,LC
6,2014,Dugong dugon,VU
6,2014,Pseudorca crassidens,DD
6,2014,Pterapogon kauderni,EN
6,2014,Carcharhinus longimanus,VU
6,2014,Mola mola,VU
6,2014,Cuora amboinensis,VU
6,2014,Amyda cartilaginea,VU
6,2014,Manta alfredi,VU
6,2014,Chelonia mydas,EN
6,2014,Lepidochelys olivacea,VU
6,2014,Physeter macrocephalus,VU
6,2014,Stenella attenuata,LC
6,2014,Panulirus versicolor,LC
6,2015,Balaenoptera edeni,LC
6,2015,Ziphius cavirotris,LC
6,2015,Dugong dugon,VU
6,2015,Pseudorca crassidens,DD
6,2015,Pterapogon kauderni,EN
6,2015,Carcharhinus longimanus,VU
6,2015,Mola mola,VU
6,2015,Cuora amboinensis,VU
6,2015,Amyda cartilaginea,VU
6,2015,Manta alfredi,VU
6,2015,Chelonia mydas,EN
6,2015,Lepidochelys olivacea,VU
6,2015,Physeter macrocephalus,VU
6,2015,Stenella attenuata,LC
6,2015,Panulirus versicolor,LC
6,2016,Balaenoptera edeni,LC
6,2016,Ziphius cavirotris,LC
6,2016,Dugong dugon,VU
6,2016,Pseudorca crassidens,DD
6,2016,Pterapogon kauderni,EN
6,2016,Carcharhinus longimanus,VU
6,2016,Mola mola,VU
6,2016,Cuora amboinensis,VU
6,2016,Amyda cartilaginea,VU
6,2016,Manta alfredi,VU
6,2016,Chelonia mydas,EN
6,2016,Lepidochelys olivacea,VU
6,2016,Physeter macrocephalus,VU
6,2016,Stenella attenuata,LC
6,2016,Panulirus versicolor,LC
7,2012,Balaenoptera edeni,LC
7,2012,Ziphius cavirotris,LC
7,2012,Dugong dugon,VU
7,2012,Pseudorca crassidens,DD
7,2012,Pterapogon kauderni,EN
7,2012,Carcharhinus longimanus,VU
7,2012,Mola mola,VU
7,2012,Cuora amboinensis,VU
7,2012,Amyda cartilaginea,VU
7,2012,Manta alfredi,VU
7,2012,Chelonia mydas,EN
7,2012,Lepidochelys olivacea,VU
7,2012,Physeter macrocephalus,VU
7,2012,Stenella attenuata,LC
7,2012,Panulirus versicolor,LC
7,2013,Balaenoptera edeni,LC
7,2013,Ziphius cavirotris,LC
7,2013,Dugong dugon,VU
7,2013,Pseudorca crassidens,DD
7,2013,Pterapogon kauderni,EN
7,2013,Carcharhinus longimanus,VU
7,2013,Mola mola,VU
7,2013,Cuora amboinensis,VU
7,2013,Amyda cartilaginea,VU
7,2013,Manta alfredi,VU
7,2013,Chelonia mydas,EN
7,2013,Lepidochelys olivacea,VU
7,2013,Physeter macrocephalus,VU
7,2013,Stenella attenuata,LC
7,2013,Panulirus versicolor,LC
7,2014,Balaenoptera edeni,LC
7,2014,Ziphius cavirotris,LC
7,2014,Dugong dugon,VU
7,2014,Pseudorca crassidens,DD
7,2014,Pterapogon kauderni,EN
7,2014,Carcharhinus longimanus,VU
7,2014,Mola mola,VU
7,2014,Cuora amboinensis,VU
7,2014,Amyda cartilaginea,VU
7,2014,Manta alfredi,VU
7,2014,Chelonia mydas,EN
7,2014,Lepidochelys olivacea,VU
7,2014,Physeter macrocephalus,VU
7,2014,Stenella attenuata,LC
7,2014,Panulirus versicolor,LC
7,2015,Balaenoptera edeni,LC
7,2015,Ziphius cavirotris,LC
7,2015,Dugong dugon,VU
7,2015,Pseudorca crassidens,DD
7,2015,Pterapogon kauderni,EN
7,2015,Carcharhinus longimanus,VU
7,2015,Mola mola,VU
7,2015,Cuora amboinensis,VU
7,2015,Amyda cartilaginea,VU
7,2015,Manta alfredi,VU
7,2015,Chelonia mydas,EN
7,2015,Lepidochelys olivacea,VU
7,2015,Physeter macrocephalus,VU
7,2015,Stenella attenuata,LC
7,2015,Panulirus versicolor,LC
7,2016,Balaenoptera edeni,LC
7,2016,Ziphius cavirotris,LC
7,2016,Dugong dugon,VU
7,2016,Pseudorca crassidens,DD
7,2016,Pterapogon kauderni,EN
7,2016,Carcharhinus longimanus,VU
7,2016,Mola mola,VU
7,2016,Cuora amboinensis,VU
7,2016,Amyda cartilaginea,VU
7,2016,Manta alfredi,VU
7,2016,Chelonia mydas,EN
7,2016,Lepidochelys olivacea,VU
7,2016,Physeter macrocephalus,VU
7,2016,Stenella attenuata,LC
7,2016,Panulirus versicolor,LC
8,2012,Balaenoptera edeni,LC
8,2012,Ziphius cavirotris,LC
8,2012,Dugong dugon,VU
8,2012,Pseudorca crassidens,DD
8,2012,Pterapogon kauderni,EN
8,2012,Carcharhinus longimanus,VU
8,2012,Mola mola,VU
8,2012,Cuora amboinensis,VU
8,2012,Amyda cartilaginea,VU
8,2012,Manta alfredi,VU
8,2012,Chelonia mydas,EN
8,2012,Lepidochelys olivacea,VU
8,2012,Physeter macrocephalus,VU
8,2012,Stenella attenuata,LC
8,2012,Panulirus versicolor,LC
8,2013,Balaenoptera edeni,LC
8,2013,Ziphius cavirotris,LC
8,2013,Dugong dugon,VU
8,2013,Pseudorca crassidens,DD
8,2013,Pterapogon kauderni,EN
8,2013,Carcharhinus longimanus,VU
8,2013,Mola mola,VU
8,2013,Cuora amboinensis,VU
8,2013,Amyda cartilaginea,VU
8,2013,Manta alfredi,VU
8,2013,Chelonia mydas,EN
8,2013,Lepidochelys olivacea,VU
8,2013,Physeter macrocephalus,VU
8,2013,Stenella attenuata,LC
8,2013,Panulirus versicolor,LC
8,2014,Balaenoptera edeni,LC
8,2014,Ziphius cavirotris,LC
8,2014,Dugong dugon,VU
8,2014,Pseudorca crassidens,DD
8,2014,Pterapogon kauderni,EN
8,2014,Carcharhinus longimanus,VU
8,2014,Mola mola,VU
8,2014,Cuora amboinensis,VU
8,2014,Amyda cartilaginea,VU
8,2014,Manta alfredi,VU
8,2014,Chelonia mydas,EN
8,2014,Lepidochelys olivacea,VU
8,2014,Physeter macrocephalus,VU
8,2014,Stenella attenuata,LC
8,2014,Panulirus versicolor,LC
8,2015,Balaenoptera edeni,LC
8,2015,Ziphius cavirotris,LC
8,2015,Dugong dugon,VU
8,2015,Pseudorca crassidens,DD
8,2015,Pterapogon kauderni,EN
8,2015,Carcharhinus longimanus,VU
8,2015,Mola mola,VU
8,2015,Cuora amboinensis,VU
8,2015,Amyda cartilaginea,VU
8,2015,Manta alfredi,VU
8,2015,Chelonia mydas,EN
8,2015,Lepidochelys olivacea,VU
8,2015,Physeter macrocephalus,VU
8,2015,Stenella attenuata,LC
8,2015,Panulirus versicolor,LC
8,2016,Balaenoptera edeni,LC
8,2016,Ziphius cavirotris,LC
8,2016,Dugong dugon,VU
8,2016,Pseudorca crassidens,DD
8,2016,Pterapogon kauderni,EN
8,2016,Carcharhinus longimanus,VU
8,2016,Mola mola,VU
8,2016,Cuora amboinensis,VU
8,2016,Amyda cartilaginea,VU
8,2016,Manta alfredi,VU
8,2016,Chelonia mydas,EN
8,2016,Lepidochelys olivacea,VU
8,2016,Physeter macrocephalus,VU
8,2016,Stenella attenuata,LC
8,2016,Panulirus versicolor,LC
